x,y,category,POI_count
131,83,Real Estate,80
131,83,Transit Station,41
131,83,Heavy Industry,29
131,84,Transit Station,20
131,84,Heavy Industry,20
131,85,Real Estate,23
131,86,Real Estate,35
131,87,Real Estate,34
131,87,Transit Station,27
131,88,Real Estate,36
131,88,Transit Station,23
131,89,Real Estate,31
131,90,Real Estate,26
131,91,Real Estate,27
131,92,Real Estate,38
131,101,Real Estate,28
131,102,Real Estate,19
131,104,Real Estate,27
131,106,Real Estate,21
132,71,Real Estate,32
132,71,Transit Station,23
132,72,Real Estate,28
132,74,Real Estate,38
132,78,Real Estate,44
132,78,Transit Station,19
132,79,Real Estate,42
132,79,Transit Station,31
132,80,Real Estate,53
132,80,Transit Station,41
132,80,Hair Salon,20
132,81,Clothes Store,117
132,81,Transit Station,79
132,81,Café,56
132,81,Sweets ,54
132,81,Japanese restaurant,47
132,81,Real Estate,43
132,81,Hair Salon,37
132,81,Interior Shop,34
132,81,Heavy Industry,31
132,81,Accountant Office,27
132,81,Bar,23
132,81,Cemetary,22
132,81,Retail Store,21
132,82,Accountant Office,65
132,82,Real Estate,61
132,82,Transit Station,44
132,82,Heavy Industry,38
132,82,Hair Salon,32
132,82,Café,26
132,82,Bank,24
132,82,Clothes Store,23
132,82,Japanese restaurant,23
132,82,Sweets ,21
132,82,Retail Store,20
132,82,Hospital,20
132,83,Real Estate,73
132,83,Transit Station,55
132,83,Heavy Industry,29
132,83,Accountant Office,23
132,83,Japanese restaurant,20
132,84,Real Estate,44
132,84,Transit Station,31
132,84,Heavy Industry,24
132,86,Transit Station,23
132,87,Transit Station,29
132,87,Real Estate,27
132,88,Real Estate,50
132,88,Transit Station,28
132,89,Real Estate,25
132,90,Real Estate,19
132,91,Real Estate,28
132,92,Real Estate,29
132,93,Real Estate,30
132,95,Real Estate,22
132,101,Real Estate,19
133,71,Real Estate,32
133,72,Real Estate,30
133,74,Real Estate,29
133,75,Real Estate,24
133,76,Real Estate,24
133,78,Transit Station,33
133,78,Heavy Industry,32
133,79,Transit Station,44
133,79,Real Estate,34
133,80,Transit Station,59
133,80,Real Estate,55
133,80,Accountant Office,37
133,80,Heavy Industry,34
133,80,Hair Salon,22
133,81,Transit Station,78
133,81,Clothes Store,73
133,81,Hair Salon,51
133,81,Real Estate,38
133,81,Accountant Office,36
133,81,Café,29
133,81,Heavy Industry,22
133,82,Clothes Store,151
133,82,Hair Salon,115
133,82,DIY Store,92
133,82,Transit Station,66
133,82,Real Estate,38
133,82,Café,38
133,82,Japanese restaurant,34
133,82,Sweets ,33
133,82,Accountant Office,31
133,82,Heavy Industry,26
133,82,Hospital,26
133,82,Bank,22
133,82,Fishing,22
133,82,Sports Store,20
133,82,Interior Shop,19
133,83,Real Estate,81
133,83,Transit Station,54
133,83,Heavy Industry,40
133,83,Hair Salon,29
133,83,Accountant Office,26
133,83,Japanese restaurant,20
133,84,Real Estate,65
133,84,Transit Station,34
133,85,Real Estate,33
133,85,Transit Station,19
133,86,Real Estate,32
133,87,Real Estate,50
133,88,Real Estate,59
133,88,Transit Station,21
133,88,Accountant Office,20
133,89,Real Estate,33
133,90,Real Estate,26
133,91,Real Estate,37
133,92,Real Estate,34
133,93,Real Estate,49
133,93,Hair Salon,43
133,93,Transit Station,37
133,93,Cram School,35
133,93,Hospital,21
133,94,Real Estate,72
133,94,Transit Station,22
133,95,Real Estate,47
133,95,Transit Station,27
133,95,Hair Salon,19
133,97,DIY Store,61
133,97,Clothes Store,49
133,97,Sweets ,24
133,97,Real Estate,23
133,98,Real Estate,23
133,98,Cram School,21
133,99,Real Estate,28
133,100,Real Estate,20
134,70,Real Estate,32
134,71,Real Estate,60
134,71,Transit Station,26
134,71,Hair Salon,24
134,71,Laundry ,19
134,72,Real Estate,57
134,72,Transit Station,23
134,73,Real Estate,40
134,73,Transit Station,20
134,74,Real Estate,50
134,74,Transit Station,24
134,75,Real Estate,47
134,75,Transit Station,38
134,76,Transit Station,80
134,76,Real Estate,36
134,76,Japanese restaurant,35
134,76,Heavy Industry,33
134,76,Accountant Office,30
134,76,Bar,27
134,76,Hotel,26
134,76,Hair Salon,24
134,77,DIY Store,236
134,77,Clothes Store,92
134,77,Japanese restaurant,64
134,77,Sweets ,57
134,77,Transit Station,52
134,77,Bank,34
134,77,Hair Salon,24
134,77,Café,23
134,77,Bar,20
134,77,Accountant Office,20
134,78,Heavy Industry,115
134,78,Transit Station,100
134,78,Japanese restaurant,81
134,78,Hair Salon,69
134,78,Bar,65
134,78,Accountant Office,64
134,78,Real Estate,57
134,78,Bank,48
134,78,Retail Store,48
134,78,Hospital,43
134,78,IT Office,40
134,78,Recruitment Office,37
134,78,Laundry ,31
134,78,Wine Bar,27
134,78,Building Material,26
134,78,NPO,24
134,78,Clothes Store,24
134,78,Lawyer Office,24
134,78,Fishing,21
134,78,Parking Area,20
134,78,Western restaurant,19
134,79,Heavy Industry,77
134,79,Transit Station,74
134,79,Accountant Office,63
134,79,Japanese restaurant,51
134,79,Real Estate,38
134,79,Retail Store,31
134,79,Laundry ,26
134,79,Bar,26
134,79,IT Office,23
134,79,Hair Salon,20
134,79,Bank,20
134,80,Accountant Office,133
134,80,Heavy Industry,101
134,80,Japanese restaurant,78
134,80,Bar,61
134,80,Transit Station,61
134,80,Bank,53
134,80,Wine Bar,52
134,80,IT Office,49
134,80,Real Estate,48
134,80,NPO,44
134,80,Laundry ,42
134,80,Retail Store,42
134,80,Hair Salon,41
134,80,Building Material,41
134,80,Western restaurant,36
134,80,Lawyer Office,36
134,80,Clothes Store,28
134,80,Hospital,26
134,80,Café,25
134,80,Fishing,23
134,80,Parking Area,21
134,81,Wine Bar,148
134,81,Bar,126
134,81,Japanese restaurant,124
134,81,Transit Station,86
134,81,Hair Salon,69
134,81,Heavy Industry,68
134,81,Real Estate,63
134,81,Western restaurant,56
134,81,Accountant Office,54
134,81,Bank,49
134,81,Clothes Store,30
134,81,Retail Store,29
134,81,Café,26
134,81,Ramen restaurant,22
134,81,Building Material,21
134,81,BBQ restaurant,19
134,82,DIY Store,748
134,82,Clothes Store,339
134,82,Sweets ,137
134,82,Hair Salon,119
134,82,Japanese restaurant,103
134,82,Café,69
134,82,Hospital,67
134,82,Bank,64
134,82,Accountant Office,59
134,82,Transit Station,52
134,82,Western restaurant,39
134,82,Bar,37
134,82,Interior Shop,36
134,82,Laundry ,32
134,82,Wine Bar,32
134,82,Fishing,29
134,82,Heavy Industry,28
134,82,Pizza,28
134,82,Real Estate,27
134,82,Electronics Store,24
134,82,Sports Store,22
134,82,Drug Store,22
134,82,Grocery Store,21
134,82,Retail Store,21
134,82,Food,20
134,82,Recruitment Office,20
134,82,NPO,20
134,83,Wine Bar,127
134,83,Transit Station,108
134,83,Bar,107
134,83,Japanese restaurant,106
134,83,Hair Salon,57
134,83,Real Estate,56
134,83,Hospital,56
134,83,Accountant Office,47
134,83,Western restaurant,37
134,83,Heavy Industry,36
134,83,Other Restaurants,35
134,83,NPO,31
134,83,Ramen restaurant,25
134,83,Café,24
134,83,Clothes Store,24
134,83,Chinese restaurant,24
134,83,Laundry ,23
134,83,Bank,22
134,83,Hotel,19
134,84,Real Estate,84
134,84,Transit Station,65
134,84,Japanese restaurant,51
134,84,Wine Bar,50
134,84,Bar,46
134,84,Laundry ,22
134,84,Chinese restaurant,21
134,84,Heavy Industry,21
134,84,Accountant Office,20
134,85,Real Estate,89
134,85,Transit Station,56
134,85,Accountant Office,36
134,85,Japanese restaurant,26
134,85,Heavy Industry,23
134,86,Real Estate,47
134,86,Transit Station,36
134,86,Heavy Industry,24
134,87,Real Estate,45
134,87,Transit Station,24
134,87,Cram School,23
134,88,Real Estate,65
134,88,Japanese restaurant,62
134,88,Transit Station,49
134,88,Bar,48
134,88,Wine Bar,36
134,88,Heavy Industry,30
134,88,Hospital,29
134,88,Bank,27
134,88,Accountant Office,24
134,88,Café,22
134,88,Hair Salon,22
134,88,Fishing,19
134,89,Real Estate,76
134,89,Transit Station,71
134,89,Accountant Office,29
134,89,Japanese restaurant,26
134,89,Hair Salon,25
134,89,Heavy Industry,23
134,89,Hospital,19
134,90,Real Estate,65
134,90,Transit Station,38
134,90,Japanese restaurant,31
134,90,Hair Salon,28
134,90,Accountant Office,24
134,90,Western restaurant,23
134,91,Real Estate,54
134,91,Hair Salon,24
134,91,Café,23
134,91,Transit Station,19
134,92,Real Estate,37
134,92,Transit Station,25
134,93,Real Estate,45
134,94,Real Estate,30
134,95,Real Estate,19
134,99,Real Estate,56
134,100,Real Estate,55
134,100,Hospital,22
134,100,Hair Salon,21
134,100,Cram School,20
134,100,Japanese restaurant,19
134,100,Heavy Industry,19
134,101,Real Estate,32
134,102,Real Estate,26
134,103,Real Estate,21
134,104,Real Estate,20
134,108,Real Estate,19
134,109,Real Estate,19
135,69,Real Estate,20
135,70,Real Estate,30
135,71,Real Estate,25
135,72,Real Estate,28
135,73,Real Estate,36
135,73,Transit Station,21
135,74,Real Estate,64
135,75,Real Estate,56
135,75,Transit Station,30
135,76,Transit Station,97
135,76,Real Estate,52
135,76,Japanese restaurant,35
135,76,Heavy Industry,34
135,76,Accountant Office,25
135,76,Hair Salon,22
135,77,Clothes Store,280
135,77,Japanese restaurant,131
135,77,Sweets ,128
135,77,Bank,95
135,77,Heavy Industry,76
135,77,Hair Salon,67
135,77,Bar,67
135,77,Western restaurant,56
135,77,Café,50
135,77,Transit Station,45
135,77,Accountant Office,40
135,77,Hospital,35
135,77,Laundry ,29
135,77,Pizza,27
135,77,Interior Shop,27
135,77,Wine Bar,23
135,77,Cram School,23
135,77,Real Estate,21
135,77,Chinese restaurant,20
135,77,Food,19
135,77,Bakery,19
135,78,Bar,121
135,78,Japanese restaurant,108
135,78,Hair Salon,105
135,78,Transit Station,101
135,78,Heavy Industry,75
135,78,Accountant Office,55
135,78,Retail Store,48
135,78,Lawyer Office,46
135,78,Hospital,45
135,78,Wine Bar,42
135,78,Clothes Store,40
135,78,Real Estate,39
135,78,Bank,37
135,78,Recruitment Office,31
135,78,Western restaurant,29
135,78,Laundry ,27
135,78,NPO,27
135,78,Cram School,24
135,78,BBQ restaurant,20
135,78,Fishing,19
135,79,Transit Station,89
135,79,Heavy Industry,76
135,79,Accountant Office,72
135,79,Japanese restaurant,46
135,79,Real Estate,45
135,79,Retail Store,35
135,79,Laundry ,26
135,79,Building Material,24
135,79,Lawyer Office,23
135,79,NPO,21
135,80,Heavy Industry,131
135,80,Accountant Office,123
135,80,Transit Station,71
135,80,Lawyer Office,63
135,80,Real Estate,54
135,80,Retail Store,50
135,80,IT Office,47
135,80,Building Material,38
135,80,Bank,37
135,80,Laundry ,28
135,80,Japanese restaurant,26
135,80,Bar,23
135,80,Hair Salon,20
135,81,Wine Bar,203
135,81,Japanese restaurant,150
135,81,Bar,95
135,81,Accountant Office,94
135,81,Heavy Industry,89
135,81,Transit Station,89
135,81,Retail Store,55
135,81,Western restaurant,52
135,81,Bank,46
135,81,Real Estate,42
135,81,Other Restaurants,41
135,81,Lawyer Office,33
135,81,Laundry ,29
135,81,IT Office,26
135,81,Building Material,25
135,81,BBQ restaurant,24
135,81,Hair Salon,24
135,81,NPO,22
135,81,Clothes Store,21
135,82,Wine Bar,167
135,82,Hair Salon,139
135,82,Japanese restaurant,130
135,82,Accountant Office,96
135,82,Heavy Industry,89
135,82,Bar,83
135,82,Clothes Store,74
135,82,Transit Station,62
135,82,Western restaurant,48
135,82,Café,47
135,82,Real Estate,45
135,82,Other Restaurants,43
135,82,Bank,41
135,82,Hospital,38
135,82,Laundry ,32
135,82,Lawyer Office,31
135,82,Fishing,29
135,82,Retail Store,26
135,82,Indian restaurant,23
135,82,NPO,22
135,82,Building Material,21
135,82,IT Office,21
135,82,Sweets ,21
135,83,Accountant Office,58
135,83,Heavy Industry,53
135,83,Real Estate,52
135,83,Transit Station,51
135,83,Hair Salon,41
135,83,Laundry ,28
135,83,Japanese restaurant,25
135,83,Western restaurant,19
135,83,Building Material,19
135,84,Real Estate,47
135,84,Transit Station,45
135,84,Japanese restaurant,30
135,84,Accountant Office,30
135,84,Wine Bar,25
135,84,Church,24
135,84,Western restaurant,21
135,85,Accountant Office,67
135,85,Real Estate,60
135,85,Transit Station,39
135,85,Heavy Industry,39
135,85,Retail Store,23
135,86,Real Estate,48
135,86,Transit Station,38
135,86,Heavy Industry,28
135,86,Accountant Office,20
135,86,Retail Store,19
135,87,Real Estate,66
135,87,Transit Station,41
135,87,Cram School,32
135,87,Bar,24
135,87,Heavy Industry,21
135,87,Japanese restaurant,19
135,88,Real Estate,68
135,88,Transit Station,37
135,88,Heavy Industry,34
135,88,Accountant Office,25
135,89,Real Estate,39
135,89,Transit Station,20
135,90,Real Estate,25
135,91,Real Estate,21
135,101,Real Estate,33
135,101,Heavy Industry,20
135,102,Real Estate,25
135,102,Heavy Industry,20
135,103,Real Estate,37
135,103,Heavy Industry,22
135,107,Real Estate,19
135,111,Clothes Store,27
136,46,Church,19
136,47,Cram School,23
136,50,Clothes Store,21
136,72,Real Estate,21
136,73,Real Estate,32
136,74,Real Estate,57
136,74,Transit Station,24
136,75,Real Estate,36
136,76,Transit Station,37
136,76,Real Estate,30
136,76,Heavy Industry,23
136,77,Transit Station,56
136,77,Real Estate,41
136,77,Heavy Industry,38
136,77,Hair Salon,29
136,77,Japanese restaurant,24
136,77,Accountant Office,20
136,78,Transit Station,51
136,78,Real Estate,48
136,78,Accountant Office,37
136,78,Heavy Industry,33
136,79,Real Estate,44
136,79,Transit Station,41
136,79,Heavy Industry,28
136,79,Accountant Office,24
136,79,Japanese restaurant,23
136,80,Accountant Office,65
136,80,Lawyer Office,46
136,80,Transit Station,37
136,80,Real Estate,29
136,80,Heavy Industry,28
136,81,Real Estate,36
136,81,Heavy Industry,32
136,81,Transit Station,32
136,81,Accountant Office,31
136,81,Japanese restaurant,20
136,81,Lawyer Office,19
136,82,Accountant Office,81
136,82,Lawyer Office,66
136,82,Transit Station,47
136,82,Hair Salon,44
136,82,Real Estate,40
136,82,NPO,39
136,82,Heavy Industry,37
136,82,Japanese restaurant,25
136,82,Café,21
136,82,Building Material,20
136,82,Retail Store,19
136,83,Real Estate,79
136,83,Transit Station,56
136,83,Hair Salon,30
136,83,Japanese restaurant,26
136,83,Accountant Office,25
136,83,Heavy Industry,24
136,83,Retail Store,20
136,83,Laundry ,19
136,84,Real Estate,60
136,84,Transit Station,52
136,84,Japanese restaurant,28
136,84,Accountant Office,22
136,85,Real Estate,43
136,85,Transit Station,27
136,85,Japanese restaurant,24
136,87,Real Estate,52
136,87,Transit Station,20
136,88,Real Estate,34
136,88,Transit Station,21
136,91,Transit Station,22
136,99,Real Estate,21
136,103,Real Estate,56
136,103,Hair Salon,22
136,104,Real Estate,39
136,105,Real Estate,49
136,106,Real Estate,24
137,73,Real Estate,20
137,74,Real Estate,30
137,75,Real Estate,44
137,75,Transit Station,20
137,77,Real Estate,24
137,77,Transit Station,23
137,78,Real Estate,49
137,78,Transit Station,30
137,79,Real Estate,39
137,79,Transit Station,24
137,83,Accountant Office,29
137,83,Heavy Industry,23
137,83,Real Estate,21
137,83,Lawyer Office,20
137,84,Transit Station,23
137,84,Real Estate,19
137,85,Real Estate,38
137,86,Real Estate,22
137,87,Real Estate,21
137,88,Real Estate,26
137,89,Transit Station,32
137,89,Real Estate,28
137,90,Transit Station,26
137,91,Transit Station,27
137,101,Real Estate,26
137,104,Real Estate,33
137,104,Hair Salon,27
137,104,Transit Station,20
137,105,Real Estate,52
137,105,Transit Station,39
137,105,Japanese restaurant,35
137,105,Hair Salon,34
137,105,Cram School,25
137,105,Bar,20
137,106,Real Estate,23
138,74,Real Estate,29
138,75,Real Estate,33
138,75,Transit Station,26
138,76,Transit Station,20
138,78,Heavy Industry,27
138,78,Real Estate,22
138,78,Transit Station,19
138,79,Real Estate,35
138,79,Transit Station,25
138,79,Heavy Industry,25
138,83,Real Estate,22
138,83,Transit Station,22
138,84,Real Estate,21
138,84,Transit Station,19
138,85,Real Estate,19
138,86,Real Estate,34
138,86,Transit Station,23
138,87,Real Estate,30
