Pattern
"((108, 168), (108, 168))"
"((88, 95), (77, 99))"
"((78, 98), (77, 99))"
"((66, 102), (66, 102))"
"((108, 168), (108, 167))"
"((77, 99), (79, 99))"
"((91, 109), (88, 107))"
"((96, 99), (96, 99))"
"((66, 102), (66, 101))"
"((77, 99), (88, 95))"
"((77, 100), (77, 100))"
"((96, 99), (96, 98))"
"((91, 109), (91, 109))"
"((88, 95), (88, 95))"
"((108, 166), (108, 168))"
"((88, 107), (88, 107))"
"((79, 99), (77, 99))"
"((66, 102), (67, 102))"
"((66, 101), (66, 102))"
"((108, 165), (108, 168))"
"((66, 101), (66, 101))"
"((96, 98), (97, 98))"
"((77, 100), (78, 99))"
"((108, 168), (108, 166))"
"((48, 87), (48, 87))"
"((109, 169), (108, 165))"
"((91, 108), (91, 109))"
"((77, 92), (77, 92))"
"((108, 168), (108, 165))"
"((97, 98), (97, 98))"
"((60, 112), (58, 112))"
"((47, 88), (47, 87))"
"((180, 19), (180, 18))"
"((77, 100), (79, 99))"
"((47, 87), (47, 88))"
"((77, 100), (88, 95))"
"((95, 100), (96, 99))"
"((77, 99), (78, 99))"
"((97, 98), (96, 98))"
"((78, 99), (77, 99))"
"((79, 99), (79, 99))"
"((191, 44), (191, 44))"
"((86, 91), (86, 91))"
"((77, 99), (77, 99))"
"((109, 169), (108, 168))"
"((78, 98), (77, 100))"
"((191, 45), (191, 44))"
"((66, 103), (66, 101))"
"((58, 112), (60, 112))"
"((86, 120), (86, 120))"
"((97, 98), (95, 100))"
"((108, 167), (108, 168))"
"((86, 120), (86, 119))"
"((96, 99), (97, 98))"
"((109, 169), (109, 169))"
"((86, 119), (86, 119))"
"((108, 168), (109, 169))"
"((66, 103), (67, 102))"
"((79, 99), (77, 100))"
"((47, 87), (48, 87))"
"((86, 90), (86, 91))"
"((47, 88), (47, 88))"
"((90, 93), (91, 94))"
"((91, 109), (88, 106))"
"((77, 100), (77, 99))"
"((88, 95), (79, 99))"
"((29, 38), (29, 38))"
"((79, 99), (78, 99))"
"((67, 102), (66, 103))"
"((66, 103), (66, 103))"
"((88, 106), (88, 107))"
"((91, 109), (91, 108))"
"((96, 98), (96, 99))"
"((107, 156), (108, 168))"
"((180, 18), (180, 19))"
"((88, 106), (91, 109))"
"((180, 18), (180, 18))"
"((97, 98), (96, 99))"
"((78, 99), (77, 100))"
"((96, 99), (95, 100))"
"((88, 107), (91, 109))"
"((191, 44), (191, 45))"
"((79, 99), (88, 95))"
"((95, 100), (97, 98))"
"((77, 99), (77, 100))"
"((86, 119), (85, 120))"
"((88, 95), (77, 100), (77, 100))"
"((47, 88), (48, 87), (47, 88))"
"((47, 88), (47, 87), (47, 88))"
"((67, 102), (66, 103), (66, 103))"
"((88, 95), (77, 99), (77, 100))"
"((86, 119), (86, 120), (86, 119))"
"((96, 99), (96, 99), (95, 100))"
"((77, 100), (79, 99), (88, 95))"
"((48, 87), (47, 88), (47, 88))"
"((66, 102), (67, 102), (66, 103))"
"((77, 100), (79, 99), (77, 100))"
"((77, 99), (78, 99), (77, 99))"
"((88, 95), (77, 99), (88, 95))"
"((66, 103), (66, 102), (66, 103))"
"((78, 99), (77, 99), (77, 99))"
"((47, 87), (47, 87), (48, 87))"
"((77, 99), (77, 99), (77, 100))"
"((96, 98), (97, 98), (97, 98))"
"((97, 98), (96, 99), (95, 100))"
"((66, 102), (66, 103), (66, 103))"
"((96, 99), (95, 100), (97, 98))"
"((66, 103), (66, 102), (67, 102))"
"((79, 99), (77, 99), (77, 99))"
"((66, 102), (66, 103), (67, 102))"
"((66, 103), (66, 102), (66, 102))"
"((66, 101), (66, 103), (66, 103))"
"((95, 100), (96, 99), (97, 98))"
"((47, 87), (47, 87), (47, 88))"
"((108, 168), (108, 168), (109, 169))"
"((47, 88), (48, 87), (47, 87))"
"((97, 98), (97, 98), (96, 99))"
"((47, 87), (47, 88), (47, 88))"
"((79, 99), (77, 100), (77, 99))"
"((77, 100), (77, 100), (79, 99))"
"((96, 99), (96, 99), (97, 98))"
"((97, 98), (95, 100), (97, 98))"
"((47, 88), (47, 87), (48, 87))"
"((48, 87), (47, 88), (47, 87))"
"((66, 103), (66, 102), (66, 101))"
"((108, 168), (108, 168), (108, 166))"
"((77, 99), (79, 99), (77, 99))"
"((88, 95), (77, 99), (79, 99))"
"((97, 98), (97, 98), (95, 100))"
"((66, 102), (66, 102), (66, 101))"
"((79, 99), (77, 99), (77, 100))"
"((66, 103), (67, 102), (66, 103))"
"((96, 98), (97, 98), (96, 99))"
"((48, 87), (47, 87), (48, 87))"
"((66, 102), (66, 103), (66, 101))"
"((77, 100), (77, 100), (77, 99))"
"((88, 95), (77, 100), (77, 99))"
"((86, 120), (86, 120), (86, 119))"
"((109, 169), (108, 168), (109, 169))"
"((66, 101), (66, 103), (66, 101))"
"((88, 95), (77, 99), (77, 99))"
"((77, 99), (79, 99), (88, 95))"
"((47, 88), (48, 87), (48, 87))"
"((108, 168), (108, 168), (108, 165))"
"((48, 87), (47, 87), (47, 88))"
"((77, 100), (77, 99), (77, 100))"
"((77, 100), (77, 100), (88, 95))"
"((77, 99), (79, 99), (77, 100))"
"((66, 102), (66, 101), (66, 102))"
"((96, 99), (97, 98), (96, 99))"
"((96, 99), (96, 99), (97, 98), (96, 99))"
"((66, 103), (66, 102), (66, 103), (66, 103))"
"((47, 88), (48, 87), (47, 87), (47, 88))"
"((47, 88), (47, 87), (47, 88), (47, 88))"
"((96, 98), (97, 98), (97, 98), (96, 99))"
"((47, 88), (48, 87), (47, 88), (47, 87))"
"((47, 87), (47, 87), (47, 88), (47, 88))"
"((47, 88), (48, 87), (47, 88), (47, 88))"
"((47, 88), (48, 87), (47, 87), (48, 87))"
"((66, 103), (66, 102), (66, 103), (66, 101))"
"((67, 117), (67, 118))"
"((70, 65), (70, 65))"
"((79, 91), (79, 91))"
"((71, 61), (71, 60))"
"((45, 46), (45, 46))"
"((86, 105), (86, 105))"
"((50, 200), (50, 200))"
"((80, 86), (83, 84))"
"((72, 47), (72, 48))"
"((195, 32), (195, 33))"
"((43, 46), (43, 47))"
"((72, 47), (73, 47))"
"((48, 44), (48, 44))"
"((43, 47), (44, 47))"
"((73, 47), (72, 48))"
"((104, 101), (104, 101))"
"((82, 84), (80, 86))"
"((36, 49), (36, 49))"
"((72, 48), (72, 48))"
"((50, 200), (49, 200))"
"((66, 64), (65, 64))"
"((70, 65), (69, 65))"
"((67, 116), (67, 117))"
"((36, 49), (37, 48))"
"((49, 200), (50, 200))"
"((65, 64), (65, 63))"
"((72, 48), (73, 47))"
"((83, 89), (83, 89))"
"((83, 84), (83, 84))"
"((65, 63), (65, 63))"
"((67, 117), (67, 117))"
"((105, 126), (105, 126))"
"((72, 48), (72, 47))"
"((69, 65), (70, 65))"
"((78, 90), (79, 91))"
"((81, 94), (81, 94))"
"((82, 84), (82, 84))"
"((37, 48), (36, 49))"
"((67, 117), (67, 116))"
"((72, 47), (72, 47))"
"((43, 47), (43, 47))"
"((43, 47), (43, 46))"
"((71, 60), (71, 60))"
"((74, 69), (74, 69))"
"((67, 118), (67, 117))"
"((49, 200), (49, 200))"
"((37, 48), (37, 48))"
"((73, 47), (73, 47))"
"((83, 84), (82, 84))"
"((82, 84), (83, 84))"
"((43, 46), (48, 44))"
"((73, 47), (72, 47))"
"((65, 64), (65, 64))"
"((65, 63), (65, 64))"
"((73, 47), (72, 48), (72, 48))"
"((36, 49), (37, 48), (37, 48))"
"((50, 200), (49, 200), (50, 200))"
"((72, 47), (72, 48), (73, 47))"
"((72, 48), (72, 48), (73, 47))"
"((72, 47), (73, 47), (73, 47))"
"((72, 47), (72, 48), (72, 47))"
"((73, 47), (72, 48), (73, 47))"
"((72, 48), (73, 47), (73, 47))"
"((36, 49), (37, 48), (36, 49))"
"((72, 47), (72, 48), (72, 48))"
"((36, 49), (36, 49), (37, 48))"
"((67, 117), (67, 118), (67, 117))"
"((72, 48), (72, 48), (72, 47))"
"((72, 47), (73, 47), (72, 48))"
"((63, 139), (57, 152))"
"((85, 100), (86, 100))"
"((47, 126), (47, 126))"
"((86, 94), (86, 94))"
"((43, 46), (43, 44))"
"((34, 40), (33, 40))"
"((107, 109), (107, 109))"
"((36, 97), (36, 95))"
"((82, 140), (81, 141))"
"((33, 40), (34, 40))"
"((86, 94), (87, 93))"
"((72, 94), (72, 94))"
"((94, 96), (94, 95))"
"((43, 44), (42, 45))"
"((42, 44), (43, 44))"
"((81, 141), (81, 142))"
"((107, 108), (107, 109))"
"((43, 44), (48, 44))"
"((43, 45), (43, 44))"
"((82, 140), (82, 140))"
"((43, 44), (42, 44))"
"((94, 95), (94, 95))"
"((36, 95), (36, 97))"
"((42, 45), (42, 45))"
"((87, 93), (86, 94))"
"((81, 141), (82, 140))"
"((43, 44), (43, 44))"
"((86, 100), (86, 100))"
"((33, 40), (33, 40))"
"((43, 46), (43, 45))"
"((72, 95), (72, 94))"
"((87, 93), (87, 93))"
"((43, 45), (43, 46))"
"((95, 113), (95, 113))"
"((36, 97), (36, 97))"
"((82, 140), (81, 142))"
"((87, 94), (86, 94))"
"((72, 94), (72, 95))"
"((36, 95), (36, 95))"
"((42, 45), (43, 44))"
"((97, 105), (97, 106))"
"((97, 105), (97, 105))"
"((43, 44), (43, 46))"
"((47, 126), (47, 125))"
"((43, 45), (43, 45))"
"((47, 125), (47, 126))"
"((82, 84), (81, 84))"
"((43, 44), (44, 46))"
"((47, 125), (47, 125))"
"((107, 109), (107, 108))"
"((81, 142), (81, 142))"
"((95, 113), (107, 109))"
"((34, 40), (34, 40))"
"((81, 142), (81, 141))"
"((43, 44), (43, 45))"
"((94, 95), (94, 96))"
"((42, 45), (43, 46))"
"((48, 44), (43, 44))"
"((109, 107), (107, 109))"
"((107, 109), (95, 113))"
"((43, 46), (42, 45))"
"((72, 95), (72, 95))"
"((81, 142), (82, 140))"
"((43, 46), (43, 46))"
"((97, 106), (97, 105))"
"((44, 46), (43, 44))"
"((81, 84), (82, 84))"
"((44, 45), (43, 44))"
"((81, 84), (81, 84))"
"((94, 96), (94, 96))"
"((81, 142), (81, 142), (82, 140))"
"((43, 44), (42, 45), (42, 45))"
"((43, 44), (42, 45), (43, 44))"
"((82, 84), (82, 84), (81, 84))"
"((95, 113), (95, 113), (107, 109))"
"((43, 45), (43, 44), (43, 45))"
"((94, 96), (94, 95), (94, 95))"
"((107, 109), (107, 109), (95, 113))"
"((33, 40), (34, 40), (34, 40))"
"((72, 94), (72, 94), (72, 95))"
"((34, 40), (33, 40), (33, 40))"
"((43, 44), (43, 44), (43, 45))"
"((36, 97), (36, 95), (36, 97))"
"((72, 94), (72, 95), (72, 95))"
"((43, 45), (43, 44), (43, 46))"
"((82, 140), (81, 142), (81, 142))"
"((43, 44), (43, 44), (43, 46))"
"((82, 140), (81, 142), (82, 140))"
"((36, 97), (36, 95), (36, 95))"
"((43, 44), (43, 46), (43, 46))"
"((94, 96), (94, 95), (94, 96))"
"((72, 95), (72, 94), (72, 95))"
"((43, 46), (43, 44), (43, 46))"
"((86, 94), (87, 93), (86, 94))"
"((36, 95), (36, 97), (36, 97))"
"((34, 40), (33, 40), (34, 40))"
"((94, 95), (94, 95), (94, 96))"
"((82, 140), (82, 140), (81, 142))"
"((43, 45), (43, 44), (43, 44))"
"((94, 95), (94, 96), (94, 96))"
"((95, 113), (107, 109), (95, 113))"
"((43, 46), (43, 44), (42, 45))"
"((43, 46), (43, 44), (43, 44))"
"((94, 95), (94, 95), (94, 96), (94, 96))"
"((94, 96), (94, 95), (94, 95), (94, 96))"
"((94, 96), (94, 95), (94, 96), (94, 96))"
"((72, 94), (72, 94), (72, 95), (72, 95))"
"((74, 81), (73, 84))"
"((71, 69), (72, 69))"
"((77, 148), (77, 147))"
"((75, 82), (74, 83))"
"((73, 84), (74, 83))"
"((66, 61), (66, 61))"
"((75, 81), (73, 83))"
"((82, 94), (82, 94))"
"((74, 81), (74, 84))"
"((78, 82), (79, 89))"
"((74, 83), (75, 81))"
"((74, 83), (73, 84))"
"((71, 94), (74, 92))"
"((73, 46), (73, 46))"
"((73, 84), (75, 82))"
"((74, 84), (75, 83))"
"((74, 46), (73, 46))"
"((82, 94), (83, 95))"
"((73, 83), (74, 84))"
"((82, 94), (83, 94))"
"((83, 95), (82, 94))"
"((74, 84), (74, 83))"
"((90, 138), (89, 138))"
"((72, 69), (71, 69))"
"((75, 82), (74, 81))"
"((73, 84), (74, 81))"
"((75, 82), (74, 80))"
"((74, 83), (74, 84))"
"((74, 81), (74, 83))"
"((83, 95), (83, 95))"
"((71, 94), (72, 94))"
"((75, 81), (75, 82))"
"((67, 61), (66, 61))"
"((74, 84), (75, 82))"
"((75, 82), (73, 83))"
"((73, 84), (73, 83))"
"((52, 83), (52, 82))"
"((72, 94), (74, 92))"
"((76, 95), (76, 95))"
"((74, 81), (75, 81))"
"((74, 83), (74, 83))"
"((71, 69), (71, 69))"
"((74, 84), (74, 81))"
"((105, 153), (105, 153))"
"((74, 46), (74, 46))"
"((74, 81), (74, 81))"
"((73, 84), (74, 84))"
"((76, 61), (76, 60))"
"((79, 89), (79, 89))"
"((77, 147), (77, 148))"
"((73, 83), (75, 81))"
"((75, 81), (73, 84))"
"((73, 83), (73, 84))"
"((72, 94), (71, 94))"
"((75, 107), (75, 107))"
"((74, 84), (73, 83))"
"((76, 60), (76, 61))"
"((76, 60), (76, 60))"
"((90, 138), (75, 107))"
"((75, 82), (75, 82))"
"((74, 81), (73, 83))"
"((78, 82), (78, 82))"
"((74, 83), (74, 81))"
"((89, 138), (89, 138))"
"((75, 81), (74, 84))"
"((74, 84), (74, 84))"
"((77, 147), (77, 147))"
"((75, 83), (75, 82))"
"((71, 94), (71, 94))"
"((75, 82), (75, 81))"
"((73, 84), (75, 81))"
"((75, 82), (73, 84))"
"((52, 83), (52, 83))"
"((73, 84), (73, 84))"
"((75, 81), (74, 83))"
"((74, 81), (75, 82))"
"((52, 82), (52, 83))"
"((73, 46), (74, 46))"
"((72, 69), (72, 69))"
"((52, 82), (52, 82))"
"((75, 83), (73, 84))"
"((89, 138), (90, 138))"
"((76, 61), (76, 61))"
"((75, 82), (74, 84))"
"((83, 94), (82, 94))"
"((90, 138), (90, 138))"
"((73, 83), (75, 82))"
"((75, 81), (75, 81))"
"((74, 84), (75, 81))"
"((75, 83), (74, 84))"
"((74, 84), (73, 84))"
"((89, 138), (75, 107))"
"((74, 83), (75, 82))"
"((79, 89), (78, 82))"
"((75, 81), (74, 81))"
"((71, 62), (71, 62))"
"((73, 83), (74, 81))"
"((83, 94), (83, 95))"
"((74, 81), (73, 84), (74, 81))"
"((73, 84), (74, 84), (73, 84))"
"((72, 94), (72, 94), (71, 94))"
"((73, 83), (75, 81), (74, 81))"
"((73, 84), (74, 81), (75, 81))"
"((73, 84), (73, 83), (74, 81))"
"((75, 82), (74, 81), (75, 82))"
"((75, 81), (73, 84), (73, 84))"
"((74, 81), (74, 84), (75, 82))"
"((73, 84), (75, 82), (74, 84))"
"((74, 81), (75, 81), (75, 81))"
"((74, 83), (73, 84), (75, 81))"
"((73, 84), (74, 81), (74, 81))"
"((74, 81), (75, 81), (74, 84))"
"((74, 81), (74, 81), (75, 82))"
"((75, 82), (75, 82), (75, 81))"
"((73, 84), (75, 82), (73, 84))"
"((75, 82), (75, 82), (74, 84))"
"((73, 84), (74, 84), (75, 81))"
"((74, 84), (75, 82), (75, 82))"
"((73, 84), (74, 84), (74, 84))"
"((73, 84), (75, 81), (75, 81))"
"((74, 81), (75, 81), (74, 81))"
"((74, 83), (73, 84), (73, 84))"
"((75, 81), (73, 84), (75, 81))"
"((75, 82), (75, 82), (73, 84))"
"((75, 82), (75, 81), (75, 81))"
"((74, 84), (73, 83), (75, 82))"
"((74, 81), (75, 82), (74, 84))"
"((74, 83), (75, 81), (75, 81))"
"((71, 94), (72, 94), (71, 94))"
"((74, 84), (74, 84), (73, 84))"
"((73, 84), (74, 81), (75, 82))"
"((73, 84), (75, 81), (74, 81))"
"((73, 83), (73, 84), (73, 84))"
"((74, 84), (73, 83), (74, 81))"
"((73, 84), (75, 82), (75, 81))"
"((75, 82), (75, 81), (74, 81))"
"((82, 94), (83, 95), (83, 95))"
"((74, 83), (75, 81), (73, 84))"
"((89, 138), (90, 138), (90, 138))"
"((74, 83), (73, 84), (75, 82))"
"((74, 84), (74, 81), (74, 81))"
"((73, 83), (74, 84), (73, 84))"
"((73, 84), (75, 82), (74, 81))"
"((75, 81), (74, 84), (74, 84))"
"((74, 84), (75, 82), (73, 83))"
"((74, 84), (74, 84), (75, 81))"
"((72, 94), (71, 94), (71, 94))"
"((52, 83), (52, 82), (52, 83))"
"((73, 83), (73, 84), (75, 81))"
"((75, 81), (74, 84), (73, 84))"
"((75, 82), (73, 83), (73, 84))"
"((90, 138), (89, 138), (90, 138))"
"((75, 81), (75, 82), (75, 81))"
"((75, 81), (75, 82), (74, 84))"
"((74, 84), (74, 81), (75, 82))"
"((73, 83), (74, 84), (75, 81))"
"((73, 84), (75, 82), (75, 82))"
"((73, 83), (74, 84), (74, 84))"
"((74, 81), (74, 84), (73, 84))"
"((82, 94), (83, 95), (82, 94))"
"((74, 81), (73, 84), (75, 81))"
"((75, 82), (73, 84), (73, 84))"
"((74, 81), (73, 84), (74, 84))"
"((75, 81), (75, 82), (73, 84))"
"((73, 84), (73, 83), (75, 81))"
"((75, 81), (74, 84), (75, 81))"
"((73, 83), (74, 84), (74, 81))"
"((75, 82), (73, 83), (75, 82))"
"((52, 83), (52, 82), (52, 82))"
"((75, 82), (74, 84), (75, 81))"
"((73, 84), (74, 84), (73, 83))"
"((74, 81), (73, 84), (73, 84))"
"((71, 94), (72, 94), (74, 92))"
"((74, 84), (75, 82), (73, 84))"
"((73, 83), (75, 81), (73, 84))"
"((73, 84), (73, 83), (73, 84))"
"((75, 82), (74, 81), (75, 81))"
"((75, 82), (73, 83), (74, 81))"
"((74, 81), (74, 84), (75, 81))"
"((75, 82), (74, 84), (73, 84))"
"((74, 81), (73, 84), (74, 83))"
"((75, 81), (75, 81), (74, 81))"
"((74, 81), (74, 84), (74, 84))"
"((75, 81), (75, 82), (75, 82))"
"((75, 82), (74, 81), (74, 81))"
"((73, 83), (74, 84), (75, 82))"
"((74, 84), (75, 81), (74, 81))"
"((73, 84), (75, 82), (73, 83))"
"((74, 81), (74, 84), (74, 81))"
"((74, 84), (75, 82), (75, 81))"
"((82, 94), (82, 94), (83, 95))"
"((74, 81), (73, 84), (75, 82))"
"((73, 83), (75, 81), (75, 81))"
"((74, 84), (75, 82), (74, 84))"
"((73, 83), (75, 81), (74, 84))"
"((74, 81), (75, 81), (73, 84))"
"((73, 84), (73, 83), (75, 82))"
"((73, 84), (74, 84), (75, 81), (74, 81))"
"((75, 81), (75, 82), (74, 84), (73, 84))"
"((74, 81), (73, 84), (74, 81), (75, 81))"
"((75, 82), (74, 81), (75, 81), (73, 84))"
"((75, 82), (75, 82), (74, 84), (73, 84))"
"((75, 81), (73, 84), (75, 81), (74, 81))"
"((74, 81), (75, 82), (74, 84), (73, 84))"
"((73, 84), (75, 82), (74, 81), (74, 81))"
"((74, 81), (73, 84), (74, 81), (75, 82))"
"((74, 81), (75, 81), (75, 81), (74, 81))"
"((73, 84), (75, 82), (73, 84), (73, 84))"
"((75, 82), (74, 81), (75, 82), (74, 84))"
"((73, 84), (74, 81), (75, 81), (75, 81))"
"((75, 82), (75, 82), (75, 81), (74, 81))"
"((71, 94), (72, 94), (71, 94), (71, 94))"
"((74, 84), (75, 82), (75, 82), (73, 84))"
"((73, 84), (74, 81), (75, 81), (74, 84))"
"((74, 81), (73, 84), (74, 81), (74, 81))"
"((73, 84), (74, 84), (74, 84), (75, 81))"
"((73, 84), (75, 82), (74, 84), (75, 81))"
"((75, 82), (75, 82), (73, 84), (73, 84))"
"((73, 84), (74, 81), (74, 81), (75, 82))"
"((73, 84), (74, 81), (75, 81), (73, 84))"
"((73, 84), (74, 81), (75, 81), (74, 81))"
"((75, 82), (75, 81), (75, 81), (74, 81))"
"((74, 83), (73, 84), (75, 81), (75, 81))"
"((73, 84), (75, 81), (75, 81), (74, 81))"
"((73, 84), (75, 82), (74, 81), (75, 81))"
"((75, 81), (75, 82), (74, 84), (75, 81))"
"((75, 82), (75, 82), (74, 84), (75, 81))"
"((73, 84), (75, 82), (74, 84), (73, 84))"
"((73, 84), (74, 84), (74, 84), (73, 84))"
"((73, 84), (75, 82), (75, 81), (74, 81))"
"((75, 82), (75, 82), (75, 81), (75, 81))"
"((75, 82), (74, 84), (75, 81), (74, 81))"
"((74, 84), (75, 82), (75, 82), (73, 84), (73, 84))"
"((74, 81), (73, 84), (74, 81), (75, 81), (75, 81))"
"((131, 83), (128, 80))"
"((125, 81), (130, 78))"
"((83, 80), (83, 78))"
"((130, 78), (128, 80))"
"((136, 114), (136, 114))"
"((79, 141), (79, 143))"
"((83, 80), (84, 79))"
"((77, 103), (77, 103))"
"((130, 78), (129, 80))"
"((136, 114), (137, 114))"
"((130, 78), (125, 81))"
"((68, 107), (68, 107))"
"((77, 139), (79, 141))"
"((111, 109), (111, 109))"
"((129, 80), (128, 80))"
"((128, 80), (130, 78))"
"((83, 78), (83, 80))"
"((79, 141), (79, 141))"
"((137, 114), (136, 114))"
"((125, 81), (129, 80))"
"((129, 80), (129, 80))"
"((83, 80), (68, 107))"
"((125, 81), (125, 81))"
"((84, 79), (84, 79))"
"((80, 93), (81, 94))"
"((51, 113), (51, 113))"
"((83, 80), (83, 80))"
"((128, 80), (128, 80))"
"((79, 143), (79, 141))"
"((83, 85), (83, 85))"
"((68, 107), (69, 107))"
"((69, 107), (69, 107))"
"((80, 95), (80, 95))"
"((128, 80), (129, 80))"
"((81, 94), (80, 93))"
"((128, 80), (125, 81))"
"((129, 80), (130, 78))"
"((125, 81), (128, 80))"
"((50, 115), (50, 114))"
"((84, 79), (83, 80))"
"((69, 107), (68, 107))"
"((137, 114), (137, 114))"
"((79, 143), (79, 143))"
"((130, 78), (130, 78))"
"((84, 79), (83, 78))"
"((83, 78), (83, 78))"
"((128, 80), (131, 83))"
"((129, 80), (125, 81))"
"((83, 78), (84, 79))"
"((79, 141), (79, 143), (79, 141))"
"((130, 78), (128, 80), (125, 81))"
"((130, 78), (128, 80), (128, 80))"
"((136, 114), (136, 114), (137, 114))"
"((129, 80), (128, 80), (128, 80))"
